Country or Area,Year,Area,Sex,City,City type,Record Type,Reliability,Source Year,Value,Value Footnotes
Czechia,2004,Total,Both Sexes,Olomouc,City proper,Estimate - de jure,"Final figure, complete",2005,100916,null
Czechia,2004,Total,Both Sexes,Ústí nad Labem,City proper,Estimate - de jure,"Final figure, complete",2005,93865,null
Czechia,2004,Total,Both Sexes,Ostrava,City proper,Estimate - de jure,"Final figure, complete",2005,312080,null
Czechia,2004,Total,Both Sexes,Plzen,City proper,Estimate - de jure,"Final figure, complete",2005,163207,null
Czechia,2004,Total,Both Sexes,PRAHA,City proper,Estimate - de jure,"Final figure, complete",2005,1165617,null
Czechia,2003,Total,Both Sexes,Brno,City proper,Estimate - de jure,"Final figure, complete",2004,369559,null
Czechia,2003,Total,Both Sexes,Hradec Králové,City proper,Estimate - de jure,"Final figure, complete",2004,95195,null
Czechia,2003,Total,Both Sexes,Liberec,City proper,Estimate - de jure,"Final figure, complete",2004,97770,null
Czechia,2003,Total,Both Sexes,Olomouc,City proper,Estimate - de jure,"Final figure, complete",2004,101268,null
Czechia,2003,Total,Both Sexes,Ústí nad Labem,City proper,Estimate - de jure,"Final figure, complete",2004,94105,null
Czechia,2003,Total,Both Sexes,Ostrava,City proper,Estimate - de jure,"Final figure, complete",2004,313088,null
Czechia,2003,Total,Both Sexes,Plzen,City proper,Estimate - de jure,"Final figure, complete",2004,164180,null
Czechia,2003,Total,Both Sexes,PRAHA,City proper,Estimate - de jure,"Final figure, complete",2004,1165581,null
Côte d'Ivoire,2021,Total,Both Sexes,Abidjan,City proper,Census - de facto - complete tabulation,"Final figure, complete",2023,5616633,null
Côte d'Ivoire,2021,Total,Both Sexes,Abengourou,City proper,Census - de facto - complete tabulation,"Final figure, complete",2023,125143,null
Côte d'Ivoire,2021,Total,Both Sexes,Anyama,City proper,Census - de facto - complete tabulation,"Final figure, complete",2023,325209,null
Côte d'Ivoire,2021,Total,Both Sexes,Bouake,City proper,Census - de facto - complete tabulation,"Final figure, complete",2023,728733,null
Côte d'Ivoire,2021,Total,Both Sexes,Daloa,City proper,Census - de facto - complete tabulation,"Final figure, complete",2023,351670,null
Côte d'Ivoire,2021,Total,Both Sexes,Divo,City proper,Census - de facto - complete tabulation,"Final figure, complete",2023,215312,null
Côte d'Ivoire,2021,Total,Both Sexes,Gagnoa,City proper,Census - de facto - complete tabulation,"Final figure, complete",2023,212489,null
Côte d'Ivoire,2021,Total,Both Sexes,Korhogo,City proper,Census - de facto - complete tabulation,"Final figure, complete",2023,386586,null
Côte d'Ivoire,2021,Total,Both Sexes,Man,City proper,Census - de facto - complete tabulation,"Final figure, complete",2023,198048,null
Côte d'Ivoire,2021,Total,Both Sexes,San Pédro,City proper,Census - de facto - complete tabulation,"Final figure, complete",2023,293444,null
Côte d'Ivoire,2021,Total,Both Sexes,Soubre,City proper,Census - de facto - complete tabulation,"Final figure, complete",2023,176870,null
Côte d'Ivoire,2021,Total,Both Sexes,YAMOUSSOUKRO,City proper,Census - de facto - complete tabulation,"Final figure, complete",2023,279977,null
Côte d'Ivoire,2014,Total,Both Sexes,Abidjan,City proper,Census - de jure - complete tabulation,"Final figure, complete",2016,4395243,null
Côte d'Ivoire,2014,Total,Both Sexes,Abengourou,City proper,Census - de jure - complete tabulation,"Final figure, complete",2016,100910,null
Côte d'Ivoire,2014,Total,Both Sexes,Anyama,City proper,Census - de jure - complete tabulation,"Final figure, complete",2016,103297,null
Côte d'Ivoire,2014,Total,Both Sexes,Bouake,City proper,Census - de jure - complete tabulation,"Final figure, complete",2016,536719,null
Côte d'Ivoire,2014,Total,Both Sexes,Daloa,City proper,Census - de jure - complete tabulation,"Final figure, complete",2016,245360,null
Côte d'Ivoire,2014,Total,Both Sexes,Divo,City proper,Census - de jure - complete tabulation,"Final figure, complete",2016,105397,null
Côte d'Ivoire,2014,Total,Both Sexes,Gagnoa,City proper,Census - de jure - complete tabulation,"Final figure, complete",2016,160465,null
Côte d'Ivoire,2014,Total,Both Sexes,Korhogo,City proper,Census - de jure - complete tabulation,"Final figure, complete",2016,243048,null
Côte d'Ivoire,2014,Total,Both Sexes,Man,City proper,Census - de jure - complete tabulation,"Final figure, complete",2016,148945,null
Côte d'Ivoire,2014,Total,Both Sexes,San Pédro,City proper,Census - de jure - complete tabulation,"Final figure, complete",2016,164944,null
Côte d'Ivoire,2014,Total,Both Sexes,Soubre,City proper,Census - de jure - complete tabulation,"Final figure, complete",2016,101196,null
Côte d'Ivoire,2014,Total,Both Sexes,YAMOUSSOUKRO,City proper,Census - de jure - complete tabulation,"Final figure, complete",2016,212670,null
Côte d'Ivoire,1988,Total,Both Sexes,Abidjan,City proper,Census - de facto - complete tabulation,"Final figure, complete",1988,1929079,null
Côte d'Ivoire,1988,Total,Both Sexes,Bouake,City proper,Census - de facto - complete tabulation,"Final figure, complete",1988,329850,null
Côte d'Ivoire,1988,Total,Both Sexes,Bouake,Urban agglomeration,Census - de facto - complete tabulation,"Final figure, complete",1988,362192,null
Côte d'Ivoire,1988,Total,Both Sexes,Daloa,City proper,Census - de facto - complete tabulation,"Final figure, complete",1988,121842,null
Côte d'Ivoire,1988,Total,Both Sexes,Daloa,Urban agglomeration,Census - de facto - complete tabulation,"Final figure, complete",1988,127923,null
Côte d'Ivoire,1988,Total,Both Sexes,Korhogo,City proper,Census - de facto - complete tabulation,"Final figure, complete",1988,109445,null
Côte d'Ivoire,1988,Total,Both Sexes,Korhogo,Urban agglomeration,Census - de facto - complete tabulation,"Final figure, complete",1988,112888,null
Côte d'Ivoire,1988,Total,Both Sexes,YAMOUSSOUKRO,City proper,Census - de facto - complete tabulation,"Final figure, complete",1988,106786,null
Côte d'Ivoire,1988,Total,Both Sexes,YAMOUSSOUKRO,Urban agglomeration,Census - de facto - complete tabulation,"Final figure, complete",1988,126191,null
Democratic People's Republic of Korea,2008,Total,Both Sexes,Anju,City proper,Census - de jure - complete tabulation,"Final figure, complete",2009,167646,null
Democratic People's Republic of Korea,2008,Total,Both Sexes,Chongjin,City proper,Census - de jure - complete tabulation,"Final figure, complete",2009,614892,null
Democratic People's Republic of Korea,2008,Total,Both Sexes,Haeju,City proper,Census - de jure - complete tabulation,"Final figure, complete",2009,241599,null
Democratic People's Republic of Korea,2008,Total,Both Sexes,Hamhung,City proper,Census - de jure - complete tabulation,"Final figure, complete",2009,614198,null
Democratic People's Republic of Korea,2008,Total,Both Sexes,Huichon,City proper,Census - de jure - complete tabulation,"Final figure, complete",2009,136093,null
Democratic People's Republic of Korea,2008,Total,Both Sexes,Hyesan,City proper,Census - de jure - complete tabulation,"Final figure, complete",2009,174015,null
Democratic People's Republic of Korea,2008,Total,Both Sexes,Jongju,City proper,Census - de jure - complete tabulation,"Final figure, complete",2009,102659,null
Democratic People's Republic of Korea,2008,Total,Both Sexes,Kaechon,City proper,Census - de jure - complete tabulation,"Final figure, complete",2009,262389,null
Democratic People's Republic of Korea,2008,Total,Both Sexes,Kaesong,City proper,Census - de jure - complete tabulation,"Final figure, complete",2009,192578,null
Democratic People's Republic of Korea,2008,Total,Both Sexes,Kanggye,City proper,Census - de jure - complete tabulation,"Final figure, complete",2009,251971,null
Democratic People's Republic of Korea,2008,Total,Both Sexes,Kim Chaek,City proper,Census - de jure - complete tabulation,"Final figure, complete",2009,155284,null
Democratic People's Republic of Korea,2008,Total,Both Sexes,Kusong,City proper,Census - de jure - complete tabulation,"Final figure, complete",2009,155181,null
Democratic People's Republic of Korea,2008,Total,Both Sexes,Nampho,City proper,Census - de jure - complete tabulation,"Final figure, complete",2009,310864,null
Democratic People's Republic of Korea,2008,Total,Both Sexes,Phyongsong,City proper,Census - de jure - complete tabulation,"Final figure, complete",2009,236583,null
Democratic People's Republic of Korea,2008,Total,Both Sexes,PYONGYANG,City proper,Census - de jure - complete tabulation,"Final figure, complete",2009,2581076,null
Democratic People's Republic of Korea,2008,Total,Both Sexes,Rason,City proper,Census - de jure - complete tabulation,"Final figure, complete",2009,158337,null
Democratic People's Republic of Korea,2008,Total,Both Sexes,Sariwon,City proper,Census - de jure - complete tabulation,"Final figure, complete",2009,271434,null
Democratic People's Republic of Korea,2008,Total,Both Sexes,Sinuiju,City proper,Census - de jure - complete tabulation,"Final figure, complete",2009,334031,null
Democratic People's Republic of Korea,2008,Total,Both Sexes,Sinpho,City proper,Census - de jure - complete tabulation,"Final figure, complete",2009,130951,null
Democratic People's Republic of Korea,2008,Total,Both Sexes,Sunchon,City proper,Census - de jure - complete tabulation,"Final figure, complete",2009,250738,null
Democratic People's Republic of Korea,2008,Total,Both Sexes,Wonsan,City proper,Census - de jure - complete tabulation,"Final figure, complete",2009,328467,null
Democratic People's Republic of Korea,2008,Total,Both Sexes,Tanchon,City proper,Census - de jure - complete tabulation,"Final figure, complete",2009,240873,null
Democratic People's Republic of Korea,2008,Total,Both Sexes,Tokchon,City proper,Census - de jure - complete tabulation,"Final figure, complete",2009,210571,null
Democratic People's Republic of Korea,1993,Total,Both Sexes,Chongjin,City proper,Census - de facto - complete tabulation,"Final figure, complete",1993,582480,null
Democratic People's Republic of Korea,1993,Total,Both Sexes,Haeju,City proper,Census - de facto - complete tabulation,"Final figure, complete",1993,229172,null
Democratic People's Republic of Korea,1993,Total,Both Sexes,Hamhung,City proper,Census - de facto - complete tabulation,"Final figure, complete",1993,709730,null
Democratic People's Republic of Korea,1993,Total,Both Sexes,Hyesan,City proper,Census - de facto - complete tabulation,"Final figure, complete",1993,178020,null
Democratic People's Republic of Korea,1993,Total,Both Sexes,Kaesong,City proper,Census - de facto - complete tabulation,"Final figure, complete",1993,334433,null
Democratic People's Republic of Korea,1993,Total,Both Sexes,Kanggye,City proper,Census - de facto - complete tabulation,"Final figure, complete",1993,223410,null
Democratic People's Republic of Korea,1993,Total,Both Sexes,Nampho,City proper,Census - de facto - complete tabulation,"Final figure, complete",1993,731448,null
Democratic People's Republic of Korea,1993,Total,Both Sexes,Phyongsong,City proper,Census - de facto - complete tabulation,"Final figure, complete",1993,272934,null
Democratic People's Republic of Korea,1993,Total,Both Sexes,PYONGYANG,City proper,Census - de facto - complete tabulation,"Final figure, complete",1993,2741260,null
Democratic People's Republic of Korea,1993,Total,Both Sexes,Sariwon,City proper,Census - de facto - complete tabulation,"Final figure, complete",1993,254146,null
Democratic People's Republic of Korea,1993,Total,Both Sexes,Sinuiju,City proper,Census - de facto - complete tabulation,"Final figure, complete",1993,326011,null
Democratic People's Republic of Korea,1993,Total,Both Sexes,Wonsan,City proper,Census - de facto - complete tabulation,"Final figure, complete",1993,300148,null
Denmark,2021,Total,Both Sexes,Ålborg,City proper,Estimate - de jure,"Final figure, complete",2021,219476,"1,77"
Denmark,2021,Total,Both Sexes,Århus,City proper,Estimate - de jure,"Final figure, complete",2021,352315,"1,77"
Denmark,2021,Total,Both Sexes,Esbjerg,City proper,Estimate - de jure,"Final figure, complete",2021,115529,"1,77"
Denmark,2021,Total,Both Sexes,Frederiksberg,City proper,Estimate - de jure,"Final figure, complete",2021,102940,"1,77"
Denmark,2021,Total,Both Sexes,KOBENHAVN,City proper,Estimate - de jure,"Final figure, complete",2021,638790,"1,77"
Denmark,2021,Total,Both Sexes,Odense,City proper,Estimate - de jure,"Final figure, complete",2021,204795,"1,77"
Denmark,2021,Total,Both Sexes,Vejle,City proper,Estimate - de jure,"Final figure, complete",2021,118028,"1,77"
Denmark,2020,Total,Both Sexes,Ålborg,City proper,Estimate - de jure,"Final figure, complete",2020,217316,"1,77"
Denmark,2020,Total,Both Sexes,Århus,City proper,Estimate - de jure,"Final figure, complete",2020,349433,"1,77"
Denmark,2020,Total,Both Sexes,Esbjerg,City proper,Estimate - de jure,"Final figure, complete",2020,115650,"1,77"
Denmark,2020,Total,Both Sexes,Frederiksberg,City proper,Estimate - de jure,"Final figure, complete",2020,104118,"1,77"
Denmark,2020,Total,Both Sexes,KOBENHAVN,City proper,Estimate - de jure,"Final figure, complete",2020,633035,"1,77"
Denmark,2020,Total,Both Sexes,Odense,City proper,Estimate - de jure,"Final figure, complete",2020,204718,"1,77"
